bill,classification,submission_date,bill_title,bill_text,"Notes (added = title, text, date added)",Notes
23.3341,NA,2023-03-17,Prioritätenliste für die Interessenabwägung bei Projekten von übergeordneter Bedeutung,"<p>Der Bundesrat wird beauftragt, die Ziele in Artikel 1 im Raumplanungsrecht und gegebenenfalls in weiteren Erlassen dahingehend anzupassen, dass Entwicklungs- und Infrastrukturprojekten von übergeordneter Bedeutung gesetzlich priorisiert werden, um den Zubau oder Umbau von ausreichend Wohnraum zu fördern. Dabei soll der Bundesrat die Kantone und die Gemeinden miteinbeziehen, respektive gemeinsam mit ihnen eine Priorisierung erarbeiten.</p><p>Es ist Aufgabe von Bund, Kantonen und Gemeinden mit unserem Boden nachhaltig und sorgsam umzugehen. Dafür müssen wirtschaftliche, gesellschaftliche und ökologische Bedürfnisse mitberücksichtigt werden. Doch eine zunehmend dynamische Entwicklung erschwert ein fokussiertes Abwägen und Gewichten dieser Elemente. Es resultieren Einsprachen, komplexe Bauvorschriften oder langwierige Planungs- und Bewilligungsverfahren, was wiederum dazu führt, dass grössere Um- oder Neubauprojekte nicht oder nur sehr langsam realisiert werden können. Mitunter ist der Grund, weshalb die Wohnungsknappheit in der Schweiz stetig zunimmt.</p><p>Vor diesem Hintergrund scheint es eine gesetzliche Priorisierung notwendig, um den Zu- und Umbau von ausreichend Wohnraum zu fördern. Deswegen soll der Bundesrat gemeinsam mit den Kantonen und Gemeinden eine gesetzliche Priorisierung erarbeiten, auf welcher die Interessensartikulation und -abwägung in den ordentlichen Planungs- und Bewilligungsverfahren klarer und schneller erfolgen kann. Unter Gewährleistung von Planungs- und Rechtssicherheit wird so eine Beschleunigung der Verfahren und der Bewältigung der drängenden Herausforderungen erreicht. Gleichzeitig lässt sich damit auf allen Ebenen ein Verschleiss von personellen und finanziellen Ressourcen der öffentlichen Hand und auch von privaten Akteuren verhindern. </p><p>Die Priorisierung bei der Interessensabwägung trägt dazu bei, die übergeordneten Ziele in einer dynamischen, wettbewerbsfähigen Schweiz zügiger zu realisieren. Aus heutiger Perspektive wären bei der Interessenabwägung innerhalb der RPG-Verfahren u.a. folgende Prioritäten denkbar: </p><p>grössere Energie- bzw. Stromproduktion, Wohnungsbau und -zubau (Verdichtung), Klimaschutz, städtische Planung, Mobilität, Ressourcen (Wasser) etc. </p><p>Interessen von übergeordneter Bedeutung in der Raumplanung zu priorisieren, leistet einen wesentlichen Beitrag, relevante Projekte nicht zu blockieren bzw. nicht zu verhindern. Die Umsetzung notwendiger Projekte ist aufgrund der aktuellen Gesetzgebung zur Gestaltung von Räumen und Landschaften in der Schweiz gegenwärtig nicht gewährleistet.</p>",NA,NA
23.3116,1/7,2023-03-13,Weniger Plastik – mehr Kompost,"<p>Methanisierung und Kompostierung sind gute Methoden zur Wiederverwertung von pflanzlichen Abfällen für unsere Wirtschaft und unseren Planeten, da sie der Landwirtschaft natürlichen Dünger liefern. Um hochwertige Produkte zu gewinnen, ist es jedoch wichtig, dass die gesetzlichen Anforderungen eingehalten werden. Die Chemikalien-Risikoreduktions-Verordnung sieht daher vor, dass bei Kompost und Gärgut Fremdstoffe (Metall, Glas, Altpapier, Karton usw.) höchstens 0,4 Prozent des Gewichts der Trockensubstanz betragen dürfen und dass der Gehalt an Alufolie und Kunststoffen höchstens 0,1 Prozent des Gewichts der Trockensubstanz betragen darf. Die Richtlinien von Bio Suisse sehen für Kunststoffe ab dem 1. Januar 2021 einen Höchstwert von 0,1 und ab dem 1. Januar 2024 von 0,05 Prozent vor.</p><p>In der Schweiz gibt es kein gesetzliches Verbot für den Verkauf von Einweg-Plastiksäcken. Zudem können Einweg-Plastiksäcke kostenlos bezogen werden, wenn sie als Verpackung für lose Waren (Obst, Gemüse, Gebäck usw.) verwendet werden. Der von den Gemeinden gesammelte Kompost entspricht oft nicht den Standards von Bio Suisse, in den meisten Fällen wegen zu vieler Einweg-Plastiksäcke.</p><p>Vor dem Hintergrund dieser Situation wird der Bundesart gebeten, folgende Fragen zu beantworten:</p><p>1. Wie beurteilt der Bundesrat die wirtschaftlichen und ökologischen Auswirkungen der Branchenvereinbarung zur Verringerung des Verbrauchs von Einweg-Plastiksäcken?</p><p>2. Hat diese Vereinbarung insgesamt zu einem Anstieg oder Rückgang der Verpackungsproduktion geführt?</p><p>3. Die Bestimmungen des Bundes werden immer strenger, was den Anteil von Plastik im Kompost angeht. Viele Gemeinden werden jedoch Schwierigkeiten haben, diese einzuhalten. Kann der Bundesrat mit einem Verbot von kostenlosen Plastiksäcken für Obst und Gemüse in Supermärkten die Ursache des Problems angehen? Zum Beispiel, indem sie durch biologisch abbaubare Beutel oder Papiertaschen ersetzt werden? Oder indem sie kostenpflichtig werden?</p><p>4. Erwägt der Bundesrat die Einführung von Sensibilisierungsprogrammen für Konsumentinnen und Konsumenten, um den Verbrauch von Plastiksäcken zu reduzieren?</p>",NA,Changed from 7 to 1/7
22.3022,2,2022-02-22,Förderung von Schweizer Wein stärken,"Der Bundesrat wird beauftragt, die Mittel zur Förderung von Schweizer Weinen auf 9 Millionen Franken pro Jahr zu erhöhen, sofern sie Nachhaltigkeits- und Qualitätskriterien erfüllen. // Der Bund unterstützt die gemeinsamen absatzfördernden Marketingmassnahmen der verschiedenen Landwirtschaftsbranchen gemäss Artikel 12 des Landwirtschaftsgesetzes finanziell. Er beteiligt sich zu 50 Prozent an den entsprechenden Kosten.
Das Bundesamt für Landwirtschaft (BLW) unterstützt die Absatzförderung der Schweizer Weinbranche derzeit mit 2,8 Millionen Franken. In den Jahren 2020 und 2021 wurde zusätzlich Nothilfe in der Höhe von 1 Million Franken gesprochen für konkrete Projekte in der Gastronomie oder bei den Grossverteilern. Dadurch konnte der Absatz von Schweizer Weinen bei Grossverteilern stark gesteigert werden. Trotz dieser äusserst positiven Ergebnisse beschloss das BLW, diese Finanzhilfe 2022 um 200 000 Franken zu reduzieren und sie ab 2023 ganz zu streichen.
Trotz des starken Konsumrückgangs 2020 schnitten die Schweizer Weine gut ab und konnten sogar Marktanteile gewinnen: Diese stiegen um 0,7 Prozentpunkte auf 37,7 Prozent.
Die Marktposition des Schweizer Weins muss durch eine Erhöhung der Mittel für die Absatzförderung langfristige gestärkt werden. Die Erfahrung mit der Nothilfe 2020-2021 hat bestätigt, dass die Absatzförderung von Schweizer Wein auf dem Inlandmarkt, insbesondere bei den Grossverteilern und in der Gastronomie, einer substanzielleren und stabileren Finanzierung bedarf.
Zudem ist wichtig, dass die Schweizer Weinbranche über gleich lange Spiesse verfügt wie die auf dem Schweizer Markt tätige europäische Konkurrenz, die staatliche Beihilfen und EU-Gelder von mehr als 10 Millionen Euro erhält.",added,NA
23.3102,NA,2023-03-09,Mobilität der Hochschulstudierenden. Klar unbefriedigende Ergebnisse,"<p>Im Rahmen des Bologna-Prozesses hat sich die Schweiz mehrfach verpflichtet, aktiv an der Schaffung des Europäischen Hochschulraums mitzuwirken. Als zentrales Instrument wurde die Mobilität der Studierenden ausgemacht; sie wird mit einem nationalen Mobilitätsprogramm (Swiss-European Mobility Programme, SEMP) gefördert. Trotz diesen Bemühungen zeigt die jüngste Studie von Movetia, dass das Ziel einer Mobilitätsquote von 20 Prozent von den meisten Hochschulen nicht erreicht wird.</p><p>Ich bitte den Bundesrat, die folgenden Fragen zu beantworten:</p><p>- Warum erreichen die Schweizer Hochschulen das Ziel einer Mobilitätsquote von 20 Prozent nicht?</p><p>- Welche Wege gibt es für die Hochschulen, um dieses Ziel zu erreichen?</p><p>- Warum werden die verschiedenen Instrumente von Erasmus+ auf nationaler Ebene nicht stärker gefördert, nach dem Vorbild des SEMP?</p><p>- Welche kurzfristigen Massnahmen sieht der Bundesrat vor, um die Anbindung der Schweizer Hochschulen an den Europäischen Hochschulraum sicherzustellen?</p>",NA,NA
23.7064,NA,2023-03-01,Ausbau Viertelstundentakt,"<p>Der Ausbau der S27 ist im Step 2035 nicht enthalten.</p><p>Warum wird das Untere Aaretal in der Planung des ÖV nicht als Wohnentwicklungsschwerpunkt taxiert, wie es der Kanton Aargau vorsieht, und der Viertelstundentakt im nächstmöglichen Entwicklungsschritt geplant?</p>",NA,NA
23.3051,8,2023-03-06,"Gut sichtbare Kennzeichnung von Lebensmitteln, die Insekten und andere Kleintiere beinhalten","<p>Die Lebensmittelverordnung soll dahingehend angepasst werden, dass in Lebensmittel beigemengte Insekten, wie Heuschrecken, Mehlwürmer, Proteine und/oder Eiweissträger explizit ausgewiesen werden.</p><p>Seit 2021 ist es innerhalb der EU erlaubt, gemahlene Insekten wie Heuschrecken und Mehlwürmer als Protein- und/oder Eiweissträger den Lebensmitteln beizufügen. Solches Mehl wird fast allen Lebensmitteln vom Brot über Saucen, verarbeitetem Getreide, Fleischprodukten usw. beigefügt.</p><p>Auch die schweizerische Lebensmittelverordnung wurde dementsprechend angepasst.</p><p>Natürlich ist es jeder Person freigestellt, ob sie Insekten gegrillt, getrocknet oder eben als beigemengtes Mehl essen will.</p><p>Es gibt aber bestimmt viele Konsumenten, die auf den Verzehr solcher Tierchen, in welcher Form auch immer, gerne verzichten. Natürlich sind diese Zusätze gekennzeichnet, aber leider nur in der Zutatenliste und dann noch in lateinischer Sprache.</p><p>Allergiker können laut deutschen Medienberichten durchaus allergisch reagieren, wenn sie auch auf Hausstaubmilben allergisch sind. Laut der Ernährungs- und Landwirtschaftsorganisation der Vereinten Nationen ist das Risiko eher gering, aber auch noch zu wenig erforscht.</p><p>Zum einen spielt hier natürlich die Eigenverantwortung, andererseits aber darf es nicht sein, dass wir zukünftig mit dem Fremdwörterbuch einkaufen müssen.</p><p>Um Konsumenten, die den Verzehr von Schweinefleisch ablehnen, ob aus religiösen oder anderen Gründen, vor dem versehentlichen Verzehr zu schützen, sind die entsprechenden Produkte mit einem klar erkennbaren Zeichen markiert. </p><p>Für Konsumenten sollen solche beigemengten Insekten klar und deutlich erkennbar sein, denn schliesslich lehnt ja auch die überwiegende Mehrheit den Verzehr von Insekten ab. Das hat sich in den vergangenen Jahren gezeigt. Auch Menschen, die sich vegetarisch oder vegan ernähren, sollen klar gekennzeichnete Produkte kaufen können. Und gerade auch aus Rücksicht auf allfällige Allergien liegt dies in der Verantwortung der Produzenten der Halb- und Fertigprodukte sowie den Detailhändlern.</p><p>In diesem Sinne erwarten die Unterzeichner eine schnelle und konsumentenfreundliche Anpassung der Lebensmittelverordnung.</p>",NA,NA
23.3326,1,2023-03-16,Ladestationen und Wasserstofftankstellen für Elektrolastwagen. Förderung im Rahmen des CO2-Gesetzes,"<p>Im Rahmen der vorgesehenen Förderung des Ausbaus der Ladeinfrastruktur für elektrisch betriebene Personenwagen und Lieferwagen (Art. 41b des Entwurfs des CO2-Gesetzes) sollen künftig auch spezifische Ladestationen und Wasserstofftankstellen für elektrisch betriebene schwere Güterfahrzeuge gefördert werden.</p><p>Die Lastwagenhersteller haben ehrgeizige Pläne, was die Herstellung von batterie- oder wasserstoffbetriebenen Elektrolastwagen für den gesamten europäischen Markt angeht. Die grösste Hürde für das rasche Inverkehrbringen solcher Fahrzeuge ist abgesehen von den Anschaffungskosten zweifelsohne die Entwicklung eines auf Lastwagen zugeschnittenen Schnellladenetzes und Wasserstoff-Tankstellennetzes. Für die Branche ist es entscheidend, dass die Fahrzeuge schnell geladen oder betankt werden können, und zwar direkt im Betrieb, aber auch bei den Kunden, auf den Terminals sowie auf Parkplätzen und Raststätten. Ein relativ dichtes Netz an zugänglichen Ladestationen ist unabdingbar.</p><p>Für Lastwagen gibt es in der Schweiz heute allerdings erst 9 Wasserstofftankstellen und nur sehr wenige Schnellladestationen.</p><p>Im Interesse der Klima- und Verkehrspolitik und mit Blick auf eine Verminderung der Lärmbelastung, die Energieeffizienz und die Versorgungssicherheit muss der schwere Güterverkehr auf der Strasse so rasch wie möglich von den fossilen Energieträgern wegkommen.</p><p>Gemäss dem offiziellen Treibhausgasinventar der Schweiz ist der Güterverkehr auf der Strasse für etwa 4 Prozent der jährlichen Treibhausgasemissionen verantwortlich, und eine Verminderung zeichnet sich nicht ab. Der Gütertransport auf der Schiene ist eindeutig klima- und umweltverträglicher, aber der Grossteil der Transporte auf der sogenannten ersten und letzten Meile wird weiterhin von schweren Güterfahrzeugen übernommen. Die Branche muss daher so rasch wie möglich klimaneutral werden.</p><p>Um das zu erreichen, ist es aus wirtschaftlichen, gesellschaftlichen und umweltpolitischen Gründen angezeigt, die Entwicklung eines leistungsfähigen und auf die Bedürfnisse abgestimmten Schnellladenetzes und Wasserstoff-Tankstellennetzes voranzutreiben.</p>",NA,NA
23.307,NA,2023-03-08,Öffentlicher und privater Arbeitsmarkt. Analyse der Bedingungen und Bekämpfung von unlauteren Praktiken des öffentlichen Sektors,"Der Bundesrat wird beauftragt, die Arbeitsbedingungen im öffentlichen, halböffentlichen und privaten Sektor für vergleichbare Stellen auf Bundes- und Kantonsebene miteinander zu vergleichen. Neben dem Lohn sollen hierbei auch nicht lohnabhängige Leistungen (Ferien, Arbeitszeiten, Rente usw.) berücksichtigt werden.
Dieser Bericht soll sich insbesondere auf die Bundesangestellten, die Angestellten der vom Bund kontrollierten Unternehmen und die Kantonsangestellten beziehen. Die Folgen des Wettbewerbs durch den öffentlichen Sektor sollen untersucht und Lösungsansätze zur Bekämpfung jeglicher Form von Dumping oder unlauterem Wettbewerb sollen ausgearbeitet werden.
//
Laut einer Studie der Universität Luzern werden Staatsangestellte oft besser bezahlt als Personen mit gleichen Eigenschaften in der Privatwirtschaft. Dieser Lohnunterschied hat Auswirkungen auf den Arbeitsmarkt. Privatunternehmen stehen in der Personalanwerbung in direktem Wettbewerb mit dem öffentlichen Sektor, verfügen dabei aber in der Regel nicht über die gleich umfangreichen Mittel wie der Staat. Das gilt insbesondere für KMUs.
Ausserdem ist es besonders schockierend, dass die Privatwirtschaft im dualen Bildungssystem einen erheblichen Teil des Personals ausbildet und dass dieses Personal dann zu wettbewerbsschädigenden Bedingungen von staatlichen Stellen angestellt wird.
Dadurch wird der drastische Arbeitskräftemangel, der mittlerweile viele Wirtschaftszweige trifft, noch verschärft. Die Folgen eines solchen Wettbewerbs können dramatisch sein: Inflation, Verlust der Wettbewerbsfähigkeit von Schweizer Unternehmen, Wachstumsbremse.
Unter diesen Umständen erscheint es notwendig, sicherzustellen, dass der Bund und andere öffentlich-rechtliche Körperschaften ihre Position nicht ausnutzen, um auf dem Arbeitsmarkt unlauteren Wettbewerb zu betreiben. Denn in diesem Wettbewerb kann der Privatsektor nicht mithalten.",NA,added
23.3014,NA,2023-02-15,Nationaler Krebsplan,"Der Bundesrat wird beauftragt, einen nationalen Krebsplan auf Basis der nationalen Strategie gegen Krebs 2014-2020 zu erarbeiten. In die Entwicklung des Krebsplans sollen der Bund, die Kantone sowie relevante Organisationen, Expertinnen und Experten einbezogen werden.
//
Die WHO fordert ihre Mitgliedsstaaten in ihrer Resolution ""Cancer prevention and control in the context of an integrated approach"" vom Mai 2017 dazu auf, einen Krebsplan zu entwickeln. Andere Länder wie Deutschland und Frankreich haben bereits einen nationalen Krebsplan aufgebaut, auf europäischer Ebene wurde der ""Europe Beating Cancer Plan"" erarbeitet.
Die steigende Zahl von Krebserkrankungen und die verbesserten Überlebenschancen durch neue Therapien (Cancer Survivors) stellen die Schweiz vor Herausforderungen. Um diesen zu begegnen, ist eine gemeinsame Herangehensweise nötig.
Seit die Nationale Strategie gegen Krebs (NSK) 2020 ausgelaufen ist, gibt es in der Schweiz keine koordinierte Strategie gegen Krebs mehr. Das Oncosuisse Forum führt die Arbeit der Nationalen Strategie Krebs weiter. Es hat die Aufgabe, die Koordination unter den Akteuren, insbesondere den Krebsorganisationen, zu fördern. Bund und Kantone sind am Oncosuisse Forum jedoch nicht beteiligt.",NA,added
23.3222,NA,2023-03-16,Nationale Strategie für Betreuung und Wohnen im Alter und bei Behinderung,"Der Bundesrat wird beauftragt, gemeinsam mit den Kantonen und den Akteuren der Zivilgesellschaft (subventionierte Organisationen) eine nationale Strategie für Betreuung und Wohnen im Alter und bei Behinderung auszuarbeiten. Dabei berücksichtigt er sowohl die sozialpolitische Dimension als auch den Gesundheitsaspekt.
//
Durch die demografische Entwicklung, die Entwicklungen in der Betreuung älterer Menschen und von Menschen mit Behinderungen, die Kosten für Pflege und Unterstützung in Institutionen oder zu Hause sowie die Erwartungen der Betroffenen (Recht auf Selbstbestimmung) kommt dem Wohnen und der Betreuung zu Hause eine zentrale Bedeutung zu. Verschiedene Organisationen aus dem Alters- und dem Behindertenbereich befassen sich mit diesem Anliegen und suchen nach konkreten Lösungen. So fordern sie, die Betreuung zu Hause auszubauen und den betroffenen Personen eine echte Wahlmöglichkeit zu bieten. Dies verlangt auch die UNO-Behindertenrechtskonvention, der die Schweiz 2014 beigetreten ist.
Mehrere parlamentarische Vorstösse thematisieren die Betreuung zu Hause und das Wohnen (parlamentarische Initiative Lohr 12.409 zum Assistenzbeitrag der IV, Motion 18.3716 ""Ergänzungsleistungen für betreutes Wohnen""). Gegenwärtig laufen Diskussionen über die Hilflosenentschädigung. Die Kantone (SODK) haben die Arbeit an diesem Thema aufgenommen. In der im März 2023 vom Bundesrat verabschiedeten Behindertenpolitik 2023-2026 bildet das Wohnen eines der Schwerpunktprogramme. Dabei soll der Zusammenarbeit zwischen Bund und Kantonen besonderes Augenmerk geschenkt werden.
Angesichts der Vielfalt an Überlegungen und Initiativen (aus Politik und von privaten Organisationen) ist es wichtig, sich einen Gesamtüberblick zu verschaffen, um daraus koordinierte und kohärente Aktionen zu entwickeln. Es ist also notwendig, eine Bestandsaufnahme vorzunehmen, die Verteilung der Zuständigkeiten zu analysieren und die Finanzströme zu ermitteln und dabei die Sozial- und Gesundheitsgesetzgebung auf Bundes- und Kantonsebene zu berücksichtigen. In diesem komplexen Kontext braucht es eine nationale Strategie, die vom Bund gesteuert werden muss.",NA,added
23.3006,NA,2023-01-24,Potenzial für Erneuerungen und Erweiterungen bei der Grosswasserkraft,"<p>Der Bundesrat wird beauftragt, in einem Bericht das Potenzial für Erneuerungen und Erweiterungen bei der Grosswasserkraft zu konkretisieren. Es sollen dabei schweizweit die Potenziale für den Ausrüstungsersatz, den Höherstau und Flussaustiefungen, Stollenaufweitungen bzw. Parallelstollen, Staumauererhöhungen sowie die Fassung neuer Zuflüsse analysiert werden. Er bezieht dabei die Fachstellen der Kantone und die Betreiber bestehender Anlagen ein.</p>",NA,NA
23.3015,8,2023-02-15,Längeren Spitalaufenthalt der Mutter kurz nach der Geburt beim Mutterschaftsurlaub und bei der Mutterschaftsentschädigung angemessen berücksichtigen,"Der Bundesrat wird beauftragt, die gesetzlichen Grundlagen dahingehend anzupassen, dass ein längerer Spitalaufenthalt der Mutter kurz nach der Geburt des Kindes beim Mutterschaftsurlaub und der Mutterschaftsentschädigung angemessen berücksichtigt wird. Der Bundesrat soll dazu verschiedene Varianten prüfen, wie das Anliegen umgesetzt werden kann und den diversen Situationen nach der Geburt Rechnung tragen, in denen Komplikationen auftreten können.
//
Bei einem längeren Spitalaufenthalt des Neugeborenen haben Mütter seit dem 1. Juli 2021 Anspruch auf eine verlängerte Ausrichtung der Mutterschaftsentschädigung. Muss das Neugeborene während mindestens zwei Wochen unmittelbar nach der Geburt im Spital bleiben, wird der Mutterschaftsurlaub um die Dauer des Spitalaufenthalts verlängert, höchstens aber um acht Wochen. Auf diese Verlängerung haben nur Mütter Anspruch, die nach dem Mutterschaftsurlaub wieder erwerbstätig sein werden.
Im Gegensatz dazu ist ein längerer Spitalaufenthalt der Mutter nach der Geburt nicht spezifisch geregelt. Die Mutter hat ab dem Tag der Geburt Anspruch auf die Mutterschaftsentschädigung, sofern sie die Anspruchsvoraussetzungen erfüllt. Der Mutterschaftsurlaub endet nach 14 Wochen. Muss die Mutter wegen Komplikationen längere Zeit im Spital bleiben, wird ihr Erwerbsausfall folglich durch die Mutterschaftsentschädigung abgedeckt. Eine Möglichkeit zur Verlängerung oder Sistierung der Entschädigung besteht nicht. Die Mutterschaftsentschädigung geht den Taggeldern anderer Sozialversicherungen vor. Diese kommen erst dann zum Tragen, wenn der Anspruch auf die Mutterschaftsentschädigung erloschen und die Mutter immer noch arbeitsunfähig ist.
Ein längerer Spitalaufenthalt des Neugeborenen und der Mutter werden folglich nicht gleichbehandelt. Mit einer Gesetzesänderung soll diese Ungleichbehandlung behoben werden. Damit soll das Anliegen der Standesinitiative des Kantons Waadt 22.301 in einer allgemeineren Form aufgenommen werden. Bei der Erarbeitung der gesetzlichen Änderungen soll so der Bundesrat verschiedene Varianten prüfen, wie der längere Spitalaufenthalt adäquat im heutigen System berücksichtigt werden kann. Neben einer Regelung analog zur Verlängerung bei längerem Spitalaufenthalt des Neugeborenen soll auch die Möglichkeit einer Sistierung der Mutterschaftsentschädigung mit separater Lohnfortzahlung geprüft werden. Ebenso sollen neben dem Spitalaufenthalt direkt nach der Geburt auch weitere, ähnliche Situationen betrachtet werden. So sollen auch Spitalaufenthalte nach einer Hausgeburt oder im Geburtshaus miteinbezogen werden. Ebenso ist zu berücksichtigen, dass die Mutter unter Umständen das Krankenhaus rasch nach der Geburt verlassen kann, aber später wieder eintreten muss. Schliesslich ist das Anliegen in den laufenden Revisionen im Bereich der Erwerbsersatzordnung aufzunehmen und damit zu koordinieren.",NA,added
23.7095,NA,2023-03-01,Auswirkungen Netto-Null auf die Preisbildung der Güter des täglichen Bedarfs,"<p>Kann man bereits aufschlüsseln, welchen Einfluss die steigenden Strom- bzw. Energiekosten - welche durch die Dekarbonisierung entstehen - auf die Preisbildung der Güter des täglichen Bedarfs haben werden?</p>",NA,NA
23.1009,NA,2023-03-15,Besteuerung der privaten Nutzung von Geschäftsfahrzeugen durch deren Inhaberinnen und Inhaber. Welchen Spielraum haben die Kantone?,"<p>Der Bundesrat hat am 23. November 2022 einen Bericht in Erfüllung des Postulats 20.3957 der UREK-N vom 8. September 2020 veröffentlicht. Darin kommt er zum Schluss, dass bei der Besteuerung der privaten Nutzung von Geschäftsfahrzeugen mit 0 Gramm CO2-Ausstoss kein Handlungsbedarf bestehe.</p><p>Die Höhe der Pauschale ist in der Berufskostenverordnung (SR 642.118.1) geregelt. Auf Seite 7 des oben genannten Berichts führt der Bundesrat aus: \""abweichende kantonale Regelungen beim Fahrkostenabzug sind möglich\"".</p><p>Können die Kantone somit bei den Kantons- und Gemeindesteuern vom Bundesrecht abweichende Pauschalen bei der Besteuerung der privaten Nutzung von Geschäftsfahrzeugen vorsehen? Können sie dabei je nach deren CO2-Ausstoss unterschiedliche Sätze vorsehen?</p>",NA,NA
23.7059,NA,2023-03-01,Schäden durch Falschaussagen von Chatbots,<p>Google und Microsoft bieten der Gesellschaft Chatbots mit KI zur Beantwortung von Fragen.</p><p>Diese Tools beantworten Fragen zuweilen falsch. Falschaussagen können vielerart gefährlich sein.</p><p>- Werden Vorkehrungen getroffen?</p><p>- Wie bereitet sich die Justiz auf die dadurch zu erwartenden Gefahren und Schäden vor?</p>,NA,NA
23.325,3,2023-03-16,Die fehlende Gewinnausschüttung der SNB an die Kantone mittels Einsparungen im Asylwesen und bei der Auslandhilfe kompensieren,"Der Bundesrat wird beauftragt, in den kommenden Jahren jährlich 1,3 Milliarden Franken einzusparen, im Speziellen bei den Ausgaben im Asylwesen und für die Auslandhilfe. Ziel ist es, mindestens den Grundbetrag der Gewinnausschüttung der SNB an die Kantone zu kompensieren. Denn laut der UBS werden frühestens ab 2026 wieder Gewinne ausgeschüttet. // 2022 hat die SNB einen Verlust von gut 132 Milliarden Franken verzeichnet. Dies hat dazu geführt, dass es keine Gewinnausschüttung der SNB an den Bund und die Kantone gab. Laut der UBS sollen frühestens ab 2026 wieder Gewinne ausgeschüttet werden. Es ist offensichtlich, dass dieser Umstand die öffentliche Hand in eine schwierige Lage bringt. Es besteht das Risiko, dass die Kantone die fehlenden Einnahmen mit einer Erhöhung der Steuern - oder mit einer Erhöhung der Kausalabgaben - zulasten der Bürgerinnen und Bürger kompensieren werden, insbesondere dann, wenn die Situation über mehrere Jahre anhalten sollte; die Bevölkerung ist allerdings bereits mit höheren Preisen und den explodierenden Krankenkassenprämien konfrontiert.
Die 2021 unterzeichnete Vereinbarung sieht vor, dass die maximale Gewinnausschüttung der SNB jährlich 6 Milliarden Franken beträgt. Darin enthalten sind der Grundbetrag von 2 Milliarden Franken, der unter der Voraussetzung ausbezahlt wird, dass der Bilanzgewinn mindestens diesen Betrag erreicht. Hinzu kommen vier mögliche Zusatzausschüttungen von je einer Milliarde Franken, die erfolgen, wenn der Bilanzgewinn Werte von 10, 20, 30 oder 40 Milliarden Franken erreicht. Der Grundbetrag an den Bund beläuft sich auf 700 Millionen Franken; folglich sind 1,3 Milliarden Franken für die Kantone bestimmt.
Zumindest die Ausschüttung des Grundbetrags von 1,3 Milliarden Franken an die Kantone muss auch in den kommenden Jahren gewährleistet sein. Der Bundesrat soll daher die Ausgaben für das Asylwesen senken, indem er eine strengere Migrationspolitik mit weniger Anreizen umsetzt, sowie die Ausgaben für die Auslandhilfe reduzieren, bis dieser Betrag erreicht ist; der eingesparte Betrag soll in der Folge an die Kantone verteilt werden, um die fehlenden Zahlungen der SNB zu kompensieren.",added,NA
