sentence,label_human,label_embed2discover,corpus_filename,start_pos,end_pos,file
Aussenpolitik sei für die Schweiz aber auch Europapolitik.,0,0,16/10_111.txt,4983,5041,16/10_111.txt
Welche Auswirkungen hätte eine Unterversorgung mit Antibiotika auf die Bevölkerung?4. Welche Vorteile bzw. Hindernisse sieht der Bundesrat bezüglich einer Verlagerung der Produktion von Antibiotika nach Europa oder sogar in die Schweiz?,0,0,52/22_3328.txt,739,975,52/22_3328.txt
"Bis heute, d. h. 16 Jahre seit Inkrafttreten des Gesetzes, sind 27 der für Wasservögel national bedeutenden Gebiete gar nicht und 9 nur teilweise als Wasser- und Zugvogelreservate des Bundes geschützt.",1,1,3/02_3720.txt,2193,2394,3/02_3720.txt
Zurzeit zählt die Schweiz danach 50 Agglomerationen.,0,0,16/10_3648.txt,439,491,16/10_3648.txt
Zurzeit zählt die Schweiz danach 50 Agglomerationen.,0,0,16/10_3648.txt,439,491,16/10_3648.txt
"Auf verschiedenen Strecken des Schweizer Autobahnnetzes, bei denen die Infrastrukturarbeiten vor langer Zeit durchgeführt worden sind, erweisen sich die ausgeführten Arbeiten aus ökologischer, städtebaulicher und landschaftlicher Sicht - oder ganz allgemein aus raumplanerischer Sicht - heute als problematisch oder konfliktträchtig.",0,0,20/11_3967.txt,0,333,20/11_3967.txt
"Die Anwendung der Präimplantationsdiagnostik könnte demnach indiziert sein: aufgrund des Alters der Mutter, wenn dieses Alter nämlich die Anwendung der pränatalen Diagnostik rechtfertigen würde (Paare, welche die Hilfe der Fortpflanzungsmedizin in Anspruch nehmen, sind oft älter als andere Paare, die ein Kind erwarten);",0,0,1/00_455.txt,2256,2577,1/00_455.txt
Inwiefern wird der Vollzug im Asylbereich durch die Reorganisation im Bundesamt für Migration (BFM) beeinflusst?,0,0,16/10_3531.txt,543,655,16/10_3531.txt
"Für die Bewertung neuer Technologien ist es entscheidend, systematische Technikfolgenabschätzungen vorzunehmen und mögliche ökologische und wirtschaftliche Schäden zu vermeiden, wie es sie bereits gegeben hat.",0,0,40/19_1018.txt,682,891,40/19_1018.txt
Deshalb soll der Bundesrat die Fragen zu diesem Thema so bald wie möglich wiedereinführen.,0,0,16/10_3617.txt,379,469,16/10_3617.txt
"Für Bürgerinnen und Bürger, Finanzinstitute, Steuerberaterinnen und -berater, Treuhänderinnen und Treuhänder oder Anwältinnen und Anwälte in der Schweiz wäre eine solche Situation kaum tragbar.",0,0,16/10_3305.txt,1933,2126,16/10_3305.txt
Die Landschaft im Raume Ligerz ist im Bundesinventar der Landschaften von nationaler Bedeutung enthalten.,0,1,11/07_415.txt,1431,1536,11/07_415.txt
"Artikel 70 des Landwirtschaftsgesetzes (LwG) verlangt für die Ausrichtung allgemeiner Direktzahlungen, von Öko- und Ethnobeiträgen einen ökologischen Leistungsnachweis.",1,1,20/11_3924.txt,0,168,20/11_3924.txt
Mit einer aktiven Unterstützung des Bundes ist eine schnellere und konsequentere Einführung von Open Access im Sinne der Internet-Plattform open-access.net und des EU-Projektes OpenAIRE möglich.,0,0,16/10_3240.txt,947,1141,16/10_3240.txt
Für die Stärkung ihrer politischen und wirtschaftlichen Entwicklung ist das langjährige und über die Landesgrenzen hinaus geschätzte Engagement von grosser Bedeutung.,0,0,45/20_3468.txt,1129,1295,45/20_3468.txt
- Nichtrespektierung des Diskriminierungsverbotes: Die palästinensische Bevölkerung in Israel (etwa 20 Prozent) wird im Wirtschafts- und Sozialleben in Israel gegenüber jüdischen Staatsbürgern diskriminiert.- Nichtanerkennung des Freihandelsabkommens zwischen Efta und PLO (genauso wenig wie des Freihandelsabkommens zwischen EU und PLO,0,0,16/10_3297.txt,1219,1555,16/10_3297.txt
"Das Institut hat sich zu einem Kompetenzzentrum für nationale und internationale Sicherheitspolitik entwickelt und leistet im Auftrag des VBS diverse Beiträge an die sicherheitspolitische Forschung, Ausbildung und Diskussion im In- und Ausland.",0,0,27/14_078.txt,633,877,27/14_078.txt
Diese Sonderregelung darf aber nur unter strengen Bedingungen angewandt werden.,0,0,16/10_3762.txt,2413,2492,16/10_3762.txt
"Auf kantonaler Ebene werden Rufe nach einem Eingreifen des Bundes laut, der vorgibt, wie der Vermehrung des Kormorans entgegengewirkt werden kann.",1,1,41/19_3773.txt,1506,1652,41/19_3773.txt
417/89.762 I Carobbio Tessiner Beamte.,0,0,88/No_bill_id_8623.txt,0,38,88/No_bill_id_8623.txt
"Die Basismilchmenge wird pro Handelsorganisation (PO, PMO) oder pro Verarbeitungsunternehmung für Direktlieferanten, gemäss den Lieferrechten des Milchjahres 2008/09, ohne Mehrmengen, festgelegt.",0,0,16/10_3472.txt,277,472,16/10_3472.txt
"So muss etwa diverse Software angepasst werden, Kassen und Waagen müssen neu programmiert werden, bei Produkten mit aufgedruckten Preisen muss mit einer ausgeklügelten Planung ein möglichst terminnaher Übergang sichergestellt werden, und die veränderten Steuersätze müssen bei der Ausarbeitung von Offerten sowie in der ganzen Budgetierung berücksichtigt werden können.",0,0,13/09_3134.txt,1059,1428,13/09_3134.txt
"Eine volkswirtschaftliche Herausforderung besteht deshalb darin, sämtliche Arbeitnehmenden in einer durch Schnelllebigkeit des Wissens und der Technologien geprägten Zeit für die gesamte Dauer der Erwerbstätigkeit fit zu behalten und verstärkt Personen in den Arbeitsmarkt zu integrieren, die heute zum Teil unterbeschäftigt sind, aus Gründen von Betreuungspflichten nur Teilzeit arbeiten und über 60 Jahre alt sind.",0,0,29/15_3181.txt,330,746,29/15_3181.txt
"Der Bundesrat wird beauftragt, mit den Kantonen Vertragsverhandlungen aufzunehmen, dass die Ausrichtung von Subventionen beim energetischen Gebäudesanierungsprogramm des Bundes mit der obligatorischen Führung einer verbrauchsabhängigen Heiz- und Warmwasserkosten-Abrechnung zu verbinden ist, wenn nicht zumindest ein Minergie-Standard erreicht wird.",0,0,16/10_3643.txt,706,1055,16/10_3643.txt
"Im Handbuch stellt die Internationale Zivilluftfahrtorganisation fest, dass alle Vögel auf Flugplätzen und in ihrer Umgebung eine Bedrohung für die Sicherheit der Flugzeuge darstellen.",0,1,27/14_3456.txt,547,733,27/14_3456.txt
"Es besteht grosser Handlungsbedarf, insbesondere im Bereich der Antibiotikaherstellung und -entwicklung.",0,0,50/21_4643.txt,1565,1669,50/21_4643.txt
Er trägt dabei der Entwicklung der staatlichen Labels in der EU Rechnung.,0,0,16/10_3627.txt,177,250,16/10_3627.txt
"Der Rohstoff dazu ist im überbevorrateten Schweizer Wald reichlich vorhanden, die Verarbeitungskapazität auch, aber der Transport aus unserem Binnenland ist zu teuer.",1,1,4/03_3067.txt,414,580,4/03_3067.txt
"So stehen beispielsweise der Bergriedbock (EN), die Rehantilope (NT), der Kaffernbüffel (NT) oder der Buschmannhase (CR) auf der Roten Liste der bedrohten Arten und sind teilweise unmittelbar vom Aussterben bedroht.",1,1,46/20_4231.txt,980,1195,46/20_4231.txt
Der Bundesrat hat in Antworten auf diverse Vorstösse in Bezug auf Familien-Ergänzungsleistungen infolge Zuständigkeiten der Kantone abschlägige Antworten erteilt.,0,0,30/15_3658.txt,173,335,30/15_3658.txt
"8. Hat er Massnahmen geplant, die die Aktivitäten der Deza stärker kontrollieren und verhindern, dass derartige Projekte wie das FHM sich wiederholen?",0,0,16/10_3201.txt,1721,1871,16/10_3201.txt
"Wie viel Würzfleisch von anderen Tiergattungen ist unter dem Zolltarifkapitel 16 in den Jahren 2008, 2009 und 2010 importiert worden?3.",0,0,16/10_3816.txt,1161,1296,16/10_3816.txt
"Der Bundesrat wird beauftragt, für die Schweiz ein Torfausstiegskonzept zu erstellen und darin Massnahmen zum Torfausstieg wie etwa ein Importverbot, Anreizsysteme, Sensibilisierungskampagnen und ein Forschungsprogramm für Ersatzprodukte zu prüfen.",0,0,16/10_3377.txt,1228,1476,16/10_3377.txt
Welche Rechtsgrundlagen werden ins Prüfverfahren einbezogen?2. Wann werden die internationalen Gutachter die tatsächliche Gewährung von Amtshilfe in Steuersachen durch die Schweiz überprüfen?,0,0,16/10_1023.txt,865,1056,16/10_1023.txt
Die Firma soll in den Jahren 2003 bis 2006 in Geldwäscherei und Steuerhinterziehungen mit mafiösem Hintergrund verwickelt gewesen sein.,0,0,16/10_3029.txt,216,351,16/10_3029.txt
"Verfolgt der Bundesrat das gesundheitspolitische Ziel, biologische Produkte für alle Gesellschaftsschichten zugänglich zu machen?2. Gedenkt der Bundesrat, den Preisüberwacher mit einer Studie zum Gewinn der Verteilerunternehmen aus dem Verkauf von Bioprodukten zu beauftragen?3. Ist nicht zu befürchten, dass der Preisunterschied zwischen konventionellen und biologischen Produkten durch die Ausbreitung von Hard-Discountern in der Schweiz weiter steigen wird und diese Entwicklung einkommensschwache Bevölkerungsschichten davon abbringen wird, qualitätsbewusst zu kaufen?",0,0,13/09_1001.txt,1382,1954,13/09_1001.txt
In den heutigen Publikumsgesellschaften findet sich derweil ein teilweise starkes Geflecht von diversen Protektionsinstrumenten wieder - zugunsten der Gross- und Ankeraktionäre.,0,0,30/15_3504.txt,491,668,30/15_3504.txt
"Gleichzeitig verletzen diese Substanzen ganz offensichtlich die rechtlichen Vorgaben zum Schutz der Wasserorganismen und der Nützlinge unter den Gliederfüssern (Wildbienen, Schwebfliegen, Schmetterlinge, Käfer, Ameisen usw.).",1,1,48/21_3338.txt,1429,1654,48/21_3338.txt
werden:1. Welche An- oder ggf. Abreize schaffen eine rasche Umlenkung?2.,0,0,42/19_4518.txt,1831,1903,42/19_4518.txt
In Asylverfahren scheinen aber auch urteilsfähige Kinder systematisch nicht zu den eigenen Asylgründen angehört zu werden;,0,0,16/10_3200.txt,1864,1986,16/10_3200.txt
Der Nachweis einer minimalen Bodenbindung ist für alle Produktionsformen gleich und auf unbürokratische Weise zu erbringen.4.,0,0,16/10_3086.txt,498,623,16/10_3086.txt
"Die Post hat vor kurzem mitgeteilt, dass verschiedene Massnahmen zur Umstrukturierung des Unternehmens beschlossen wurden, insbesondere die Schliessung zahlreicher Poststellen.",0,0,79/99_5169.txt,0,176,79/99_5169.txt
"Auch das Gleichgewicht in den Wildbeständen wird beeinträchtigt, und bei einzelnen Wildbeständen sind jagdwirtschaftliche Einbussen zu verzeichnen.",1,1,14/09_3813.txt,989,1136,14/09_3813.txt
"Gestützt auf eine jährliche Mengenplanung können die Schweizer Milchproduzenten bei den PO/PMO bzw. Verarbeitungsunternehmungen auf über dieser Menge gemolkener Milch eine Abgabe von bis zu 30 Rappen pro Kilo Milch erheben, wenn das Produktionswachstum grösser ist als das Wachstum der Nachfrage zu guter Wertschöpfung.",0,0,16/10_3472.txt,473,792,16/10_3472.txt
"Wie beurteilt er diese Aussage im Hinblick auf die Prävention von unerwünschten Schwangerschaften, die Anzahl von Schwangerschaftsabbrüchen und die Gleichbehandlung der medizinischen Versorgung von Frauen, unabhängig von ihrem Status?",0,0,16/10_3104.txt,274,508,16/10_3104.txt
"In meiner Frage vom 20. September 2010 habe ich einige Institutionen aufgezählt und dem Bundesrat die Frage gestellt, ob diese ermächtigt seien, rechtliche Schritte zu unternehmen.",0,0,16/10_3698.txt,0,180,16/10_3698.txt
Aus versicherungsmathematischer Sicht macht die Festlegung einer Pauschalreserve nach Anzahl versicherter Personen keinen Sinn.,0,0,16/10_3745.txt,675,802,16/10_3745.txt
"Gemäss Aussagen der Post nutzen über 180 Geschäftskunden diese Möglichkeit, einen konkreten Beitrag zur Senkung der CO2-Belastung zu leisten.",0,0,16/10_1117.txt,100,241,16/10_1117.txt
"Als Folge davon sinkt die Bereitschaft, die Wälder trotzdem noch zu pflegen und zu nutzen und damit den wertvollen einheimischen Rohstoff Holz für die nachgelagerten Glieder der Wertschöpfungskette zur Verfügung zu stellen.",1,1,50/21_463.txt,2526,2749,50/21_463.txt
"Heute ist mindestens zum Teil fraglich, ob die gymnasiale Maturität faktisch noch den Zugang zur ETH gewährleisten kann, hat doch die Maturität 95 u. a. die Stellung der mathematisch-naturwissenschaftlichen Fächer geschwächt.",0,0,10/07_3284.txt,0,225,10/07_3284.txt
"Mit welchen konkreten Massnahmen unterstützt die Schweiz die von Ebola betroffenen Länder, um den Ausbruch einzudämmen?",0,1,29/14_5320.txt,138,257,29/14_5320.txt
Dies ist mit den vom Bund neu geschaffenen Begegnungszonen möglich.,0,0,3/02_3345.txt,2466,2533,3/02_3345.txt
"Der Bundesrat wird beauftragt, dem Parlament mit dem Verlagerungsbericht 2011 eine Strategie zur Reduktion des Strassentransitverkehrs im Alpengebiet zu unterbreiten.",0,0,16/10_3010.txt,0,166,16/10_3010.txt
Die flächendeckende Einführung der IP und des biologischen Landbaus soll weiterhin das Ziel von Förderungsmassnahmen bleiben.,1,1,74/96_313.txt,630,755,74/96_313.txt
"In den letzten zwei Jahren haben sich die Beitrittsgespräche vor allem auf technische Fragen konzentriert (Statistik, Umwelt, Schutz des geistigen Eigentums usw.), und in diesen Bereichen wurden Fortschritte erzielt.",0,0,16/10_3297.txt,730,946,16/10_3297.txt
Das Square Kilometre Array Observatory (SKAO) ist ein internationales Observatorium mit globaler Reichweite.,0,1,48/21_038.txt,795,905,48/21_038.txt
3. Wie hoch ist der Antibiotikaverbrauch in der Schweiz bei Milchkühen im Vergleich zu Ländern mit einer ähnlichen Milchproduktionskette?,0,0,40/19_3074.txt,1244,1381,40/19_3074.txt
"Im Zentrum der Kritik stehen die durch die drei Wasserkraftwerke Châtelot, Refrain und La Goule verursachten enormen Schwankungen des Wasserpegels, welche gravierende Folgen für die Fauna der Fische und Kleinlebewesen haben.",1,1,23/12_4144.txt,218,442,23/12_4144.txt
"Dopingmittel sollen nicht als ein Problem für sich angesehen werden, sondern als Teil des grösseren Problems der Stoffe, die zu Abhängigkeit und gesundheitlichen Schäden führen können.3.",0,0,16/10_3232.txt,247,433,16/10_3232.txt
"Es gibt erneut Bestrebungen, den legalen Schwangerschaftsabbruch aus dem Leistungskatalog des KVG zu streichen.2.",0,0,16/10_3104.txt,1785,1898,16/10_3104.txt
"Die zu deklarierenden Gesamtkosten sollen sowohl die Kosten, die auf der Ebene des Anlegers anfallen (Kauf- und Verkaufskosten, Depotgebühren, evtl. Platzierungskommissionen), enthalten wie auch jene Kosten, die auf der Ebene des Fonds anfallen (Transaktionskosten, Verwaltungsgebühren wie zum Beispiel Portfoliomanagementfees, Performancefees, Fondsgeschäftsführung, Berater-, Betriebskosten sowie sonstige Kosten wie zum Beispiel Depotgebühren, Handelsmargen, Courtagen usw.).",0,0,16/10_3158.txt,854,1332,16/10_3158.txt
"Sie sollen es den Verbraucherinnen und Verbrauchern erlauben:a) den Stromverbrauch, die laufende Leistung und die aktuellen Kosten einfach einzusehen;b) in teuren Tarifzeiten gewisse Verbräuche vom Netz zu nehmen;c) gewisse Apparate automatisch oder auf Vertragsbasis mit dem Netzbetreiber vom Netz zu nehmen.2. Es sind Standards zu schaffen, damit alle Stromnutzer am Stromnetzmanagement teilnehmen und von Innovationen und Kostenersparnissen profitieren können.",0,0,16/10_3266.txt,206,669,16/10_3266.txt
So unterstützte das GMBA die Schweizer Delegation als Beratungsorgan durch die Teilnahme am Scientific Advisory Meeting der Biodiversitäts-Konvention in Montreal im März 2003.Weiter profitiert die Öffentlichkeit direkt durch Umsetzungsaktivitäten.,1,0,4/03_3203.txt,2565,2812,4/03_3203.txt
In der Antwort auf die Motion 18.3348 bezeichnet der Bundesrat den Insektenschwund als besorgniserregend für Wirtschaft und Gesellschaft.,1,1,42/19_5100.txt,0,137,42/19_5100.txt
Dieser Pilotversuch fand vom März bis Oktober 2009 statt und war ein grosser Erfolg.,0,0,16/10_3376.txt,1357,1441,16/10_3376.txt
Ein Grund für die anhaltende Kostensteigerung ist die Ausweitung des Grundleistungskataloges der obligatorischen Krankenpflegeversicherung.,0,0,1/00_451.txt,363,502,1/00_451.txt
"Zum anderen sind die Weltmeere verschmutzt und die Biomasse schwindet, da die Fisch-, Muscheln- und Krill-Ressourcen rasch abnehmen.",1,1,2/01_3755.txt,2627,2759,2/01_3755.txt
"Die von der Eidgenössischen Ethikkommission für die Gentechnik im ausserhumanen Bereich in Auftrag gegebene Studie des Ethik-Institutes der Universität Zürich kommt ebenfalls zum Schluss, dass weder Gene noch deren Funktionen patentierbar sind.",0,0,2/02_1065.txt,1381,1625,2/02_1065.txt
"Die Erfahrung der letzten Jahre hat gezeigt, dass auch staatliche Ziele oder solche von nationaler Bedeutung und grossem Umfang angegriffen werden, zum Beispiel Lettland, aber auch Departemente des Bundes wie das EDA.",0,0,16/10_3136.txt,544,761,16/10_3136.txt
"Aufgrund der hohen Stabilität und Vielseitigkeit der PFAS - sie sind biologisch, chemisch und thermisch äusserst stabil sowie Wasser und Fett abweisend - waren sie nicht aus der Industrie wegzudenken.",0,0,46/20_4699.txt,479,679,46/20_4699.txt
"Ein Hauptziel der Teilrevision des Raumplanungsgesetzes vom Juni 2012 war die Förderung der Siedlungsentwicklung nach innen, um die weitere Zersiedelung und den Verbrauch von Landwirtschaftsflächen zu begrenzen.",1,1,35/17_526.txt,729,940,35/17_526.txt
"Der Bundesrat anerkennt, dass die Landwirtinnen und Landwirte heute schon bestrebt sind, das Tierwohl zu fördern.",0,1,48/21_044.txt,4118,4231,48/21_044.txt
"Die Gesamtkosten für das Gesundheitssystem der Schweiz haben sich in weniger als 20 Jahren verdoppelt und sind von 27,111 Milliarden Franken im Jahr 1990 auf 55,214 Milliarden Franken im Jahr 2007 gestiegen.",0,0,16/10_3105.txt,840,1047,16/10_3105.txt
Solche Regulationen dürfen den Wolfsbestand insgesamt nicht gefährden.,1,1,50/21_493.txt,236,306,50/21_493.txt
"Kantone und Gemeinden sind dabei einzubeziehen;- eine Finanzierungslösung für die Erweiterung der Kläranlagen mit einer zusätzlichen Reinigungsstufe zur Elimination von Mikroverunreinigungen zu erarbeiten, die dem Verursacherprinzip korrekt Rechnung trägt;",0,0,16/10_3034.txt,516,772,16/10_3034.txt
Ein KMU kann dies nicht.,0,0,16/10_3164.txt,273,297,16/10_3164.txt
"Am 27. November 1981 haben Ärzte der Weltgesundheitsor ganisation (WHO) an einer Pressekonferenz vor übermässigem Gebrauch von Antibiotika gewarnt, da er die Resistenz der Krankheitserreger fördere und die Behandlung verschiedener häufiger Infektionskrankheiten beeinträchtige.",0,0,64/81_564.txt,63,340,64/81_564.txt
"Zu denselben Schlüssen ist auch die Eidgenössische Spielbankenkommission gekommen, die sich gegen ein Verbot des Pokerspiels ausgesprochen hat.",0,0,16/10_3506.txt,1295,1438,16/10_3506.txt
Diese Unternehmen mit kreativen und dynamischen Geschäftsmodellen haben in wirtschaftlicher Hinsicht eine erfreuliche und begrüssenswerte Entwicklung durchlaufen.,0,0,16/10_3759.txt,258,420,16/10_3759.txt
Heute nehmen fast 4 Prozent der Jugendlichen zwischen 11 und 15 Jahren regelmässig Dopingmittel.,0,0,16/10_3232.txt,1206,1302,16/10_3232.txt
"Während der Sondersession vom 3. März 2010 hat sich Bundesrätin Widmer-Schlumpf im Nationalrat zur Problematik wie folgt geäussert: Es ist mir bekannt, dass es in gewissen Kantonen einen grauen AHV-Ausweis gibt für Sans-Papiers, die arbeiten und für die die Sozialversicherungen abgerechnet werden.Auf die Frage, ob das grundsätzlich verfassungswidrig sei: Ich toleriere das nicht ...",0,0,16/10_3052.txt,0,387,16/10_3052.txt
"Sie umgehen damit die geltende Unvereinbarkeitsregel, die vorschreibt, dass der Subventionierte nicht selbst Geldgeber sein darf.",0,0,16/10_3624.txt,641,770,16/10_3624.txt
Die Kunden und die Zeitungsverleger wehren sich gegen diese geplante Nachmittagszustellung.,0,0,16/10_3793.txt,124,215,16/10_3793.txt
"Der Bundesrat wird aufgefordert, die folgenden Massnahmen zu ergreifen : 1. Bereitstellung finanzieller Mittel für die Forschung im Berei che des biologischen Pflanzenbaus;",0,0,62/78_521.txt,62,234,62/78_521.txt
"Welche Massnahmen wären nach Auffassung des Bundesrates geeignet, um das wirtschaftliche Potenzial der Aufwandbesteuerten zu fördern?",0,0,16/10_3160.txt,500,633,16/10_3160.txt
"Interpellation Berger, vom 13. Dezember 1921.Der Unterzeichnete ersucht den Bundesrat um Auskunft, ob es richtig ist, dass grosse Mengen Back­ mehl an der; Grenze denaturiert und den Landwirten zu herabgesetzten Preisen zur Verfütterung abgege­ ben werden.",0,0,31/1527.txt,5,261,31/1527.txt
"In seiner Antwort auf die Interpellation 09.3190 schätzt er, dass von den insgesamt 260 Millionen Franken, die im Jahre 2009 in den KEV-Fonds flossen, rund 80 Millionen für die KEV zur Verfügung stehen.",0,0,16/10_3194.txt,318,520,16/10_3194.txt
eine ergebnisoffene Untersuchung ausgewählter Anreize und die Ausarbeitung von Reformvorschlägen zur Behebung von gegebenenfalls biodiversitätsschädigenden Auswirkungen vorsieht.-,1,0,51/21_7816.txt,155,336,51/21_7816.txt
Betreffend ein Bonus-Malus-System hat der Ständerat am 16. Dezember 2008 die Frist zur Ausarbeitung eines Erlassentwurfes bis zur Wintersession 2010 verlängert.,0,0,16/10_1086.txt,835,995,16/10_1086.txt
Die Regierung soll der strategischen Regierungspolitik (Art. 180 der Bundesverfassung) ohne dauernde Überlastung Vorrang vor der Departementspolitik einräumen können.,0,0,16/10_3109.txt,499,665,16/10_3109.txt
Der Bundesrat begrüsst dies:,0,0,23/12_434.txt,2631,2659,23/12_434.txt
Dabei ist die Objektivität in der Berichterstattung und beim Aufbereiten der Themen ein wichtiges Anliegen von Swissinfo.,0,0,16/10_3178.txt,483,604,16/10_3178.txt
"Die Erfahrungen im Güterverkehr zeigen ganz klar auf, dass eine zusätzliche Röhre am Gotthard die gewünschte Verlagerung auf die Schiene keineswegs beeinträchtigt.",0,0,16/10_3797.txt,748,911,16/10_3797.txt
NR Unterstützung der nachhaltigen Nutzung der Wälder (19. April 1994),1,1,73/94_3168.txt,1911,1980,73/94_3168.txt
aufzuweisen.Der einzige Hinweis in der besagten Mitteilung des ECDCs auf den Personenkreis MSM ist im 1. Abschnitt zu finden:,0,0,52/22_3519.txt,721,847,52/22_3519.txt
Die Finma konkurriert damit auf dem Arbeitsmarkt vorwiegend mit privaten Arbeitgebern aus dem Finanzbereich.,0,0,16/10_3752.txt,616,724,16/10_3752.txt
"Wie das VBS am 8. September 2010 mitteilte, hat der Bundesrat beschlossen, Pakistan zehn Helikopter des Typs Alouette III kostenlos zu überlassen.",0,0,16/10_1082.txt,0,146,16/10_1082.txt
"Der Bundesrat wird damit beauftragt, die Verordnung vom 24. September 2004 über die Militärdienstpflicht der Auslandschweizer und Auslandschweizerinnen sowie der Doppelbürger und Doppelbürgerinnen (VMAD) so zu revidieren, dass Schweizerinnen und Schweizer und Doppelbürgerinnen und Doppelbürger mit Wohnsitz im Ausland einfacher für die Armee rekrutiert werden können (Möglichkeit, freiwillig Militärdienst zu leisten, Bezahlung der Reisekosten, proaktive Informationen und längere Fristen usw.).",0,0,16/10_3464.txt,0,496,16/10_3464.txt
Auch die Kantone müssen keine Ausbildungsverpflichtung in die Leistungsverträge mit Spitälern integrieren.,0,0,16/10_3504.txt,830,936,16/10_3504.txt
"Wegen seines geologischen Aufbaus und seiner entsprechen den topographischen Gestalt, seines relativ trockenen Klimas und der durch Jahrhunderte eher extensiv geführten Bewirt schaftung von Wald und Flur bildet der Schaffhauser Randen 154 unter den Landschaften unseres ganzen Landes eine ausgespro chene Besonderheit, weshalb er in das Inventar der Landschaf ten von nationaler Bedeutung aufgenommen wurde (BLN).",1,1,70/90_969.txt,88,501,70/90_969.txt
Auch dies führt zu einer geringeren Transparenz.,0,0,16/10_3550.txt,2116,2164,16/10_3550.txt
"Zu Recht hat die Weko mit ihrer Verfügung vom 25. Januar 2010 eine Senkung der IF vorgenommen, um einen weiteren volkswirtschaftlichen Schaden zu verhindern.",0,0,16/10_3661.txt,399,556,16/10_3661.txt
Der Appell an die Selbstverantwortung verhallt ungehört.,0,0,16/10_3465.txt,289,345,16/10_3465.txt
Gemäss Artikel 16 NHG kann das Eidgenössische Departe ment des Innern Kulturdenkmäler von nationaler Bedeutung bei unmittelbarer Gefahr durch befristete Massnahmen unter den Schutz des Bundes stellen und die nötigen Sicherungen zu seiner Erhaltung anordnen.,0,1,70/90_927.txt,105,362,70/90_927.txt
"Sollte die Entscheidung beibehalten werden, dürfte dies desaströse Auswirkungen nicht nur auf die Pferdezüchter und Pferdehalter in der Schweiz haben - insbesondere für die jurassischen Züchter, die sich leidenschaftlich in der Zucht der Freiberger engagieren -, sondern selbstverständlich auch auf die Region Avenches sowie auf die vom Institut abhängenden Arbeitsplätze.",0,0,16/10_3249.txt,1166,1538,16/10_3249.txt
Im Gegensatz zur schrumpfenden Landwirtschaftsfläche wächst die Waldfläche jährlich um 5454 Hektaren.,1,0,16/10_3489.txt,1090,1191,16/10_3489.txt
"Er will der Biodiversität in der Schweiz über einen qualitativen Ansatz zu mehr Gewicht verhelfen, der auch den Kantonen ein Mitspracherecht einräumen will bei der Ausscheidung der Flächen.",1,1,51/22_025.txt,7623,7812,51/22_025.txt
"Er will der Biodiversität in der Schweiz über einen qualitativen Ansatz zu mehr Gewicht verhelfen, der auch den Kantonen ein Mitspracherecht einräumen will bei der Ausscheidung der Flächen.",1,1,51/22_025.txt,7623,7812,51/22_025.txt
"Diese Abklärungen stellen einen langwierigen und komplexen Verwaltungsaufwand dar, der in keinem Verhältnis zum geringen Steuerertrag steht.",0,0,2/01_454.txt,2005,2145,2/01_454.txt
Gleichzeitig ist die Auslandabhängigkeit für pflanzliche und besonders proteinreiche pflanzliche Lebensmittel besonders gross.,0,0,52/22_3291.txt,2045,2171,52/22_3291.txt
Er setzt auf strategisches ICT-Controlling.,0,0,25/13_3968.txt,878,921,25/13_3968.txt
"Die Massnahmen zur Schonung der Spitäler waren Masken, Hygiene, Abstand, diverse Beschränkungen und jetzt auch die Impfung.",0,0,51/21_7853.txt,0,123,51/21_7853.txt
Die Kantone und die interessierten Wirtschaftskreise haben den Abschluss dieses Protokolls begrüsst.,0,0,16/10_104.txt,1101,1201,16/10_104.txt
"Die Tessiner Bürgerinnen und Bürger, insbesondere der Mittelstand, dessen Kaufkraft durch diese Erhöhung deutlich geschmälert wird, haben das Vertrauen in das System verloren, weil Zweifel an den Gründen dieser Erhöhungen, an der Rolle der Reserven und an der Berechnungsmethode bestehen bleiben.",0,0,51/22_1066.txt,355,651,51/22_1066.txt
"Botschaft und Gesetzesentwurf vom 9. September 1981 (BBI III, 405) über die wirtschaftliche Landes· versorgung",0,0,63/81_059.txt,61,171,63/81_059.txt
"Aus diesen Gründen frage ich den Bundesrat:- Was gedenkt er zu tun, um diese unhaltbare Situation zu ändern?-",0,0,16/10_3454.txt,1052,1161,16/10_3454.txt
"Aus diesen Gründen frage ich den Bundesrat:- Was gedenkt er zu tun, um diese unhaltbare Situation zu ändern?-",0,0,16/10_3454.txt,1052,1161,16/10_3454.txt
"Im Bereich der angewandten Forschung führt das Nationalgestüt Studien zur Förderung des Verhaltens, der Gesundheit und der Fruchtbarkeit von Pferden durch.",0,0,16/10_3249.txt,544,699,16/10_3249.txt
"Infrastrukturanlagen, Behandlungsanlagen für Regenwasser, Wohnhäuser, Industriegebäude, Freizeitzentren, die Renaturierung von Fliessgewässern, ökologische Ausgleichsflächen, Waldzunahme usw. lassen jeden Tag elf Hektaren (15 Fussballfelder) Kulturland verschwinden.",1,1,16/10_3659.txt,46,312,16/10_3659.txt
"Wird der Bundesrat sich mit den Tibetorganisationen und Menschenrechtsorganisationen in Kontakt setzen, um sich über die Situation rund um die Olympischen Spiele zu informieren?",0,0,48/21_3424.txt,1143,1320,48/21_3424.txt
Den Anstoss gab eine parlamentarische Initiative von Fabio Abate (FDP/IT).,0,0,15/09_530.txt,4761,4835,15/09_530.txt
